t;a1;a2;a3;a4
7.827;0.302561;-0.041658;0.344219;-0.044960
7.828;0.280427;-0.043054;0.323481;-0.048647
7.829;0.271034;-0.029444;0.300478;-0.037971
7.830;0.286859;-0.006197;0.293056;-0.018329
7.831;0.322669;0.017874;0.304795;0.001563
7.832;0.355634;0.033865;0.321769;0.013018
7.833;0.361685;0.036146;0.325539;0.010710
7.834;0.334733;0.024432;0.310301;-0.005283
7.835;0.292079;0.003807;0.288272;-0.029509
7.836;0.261033;-0.017312;0.278346;-0.053221
7.837;0.258113;-0.030466;0.288579;-0.067716
7.838;0.278319;-0.030436;0.308755;-0.067648
7.839;0.302641;-0.017264;0.319905;-0.053062
7.840;0.315697;0.003784;0.311913;-0.029361
7.841;0.317135;0.024259;0.292875;-0.005246
7.842;0.317353;0.035824;0.281530;0.010614
7.843;0.323342;0.033502;0.289841;0.012875
7.844;0.329543;0.017656;0.311887;0.001543
7.845;0.323275;-0.006086;0.329362;-0.018056
7.846;0.299607;-0.028926;0.328533;-0.037331
7.847;0.270706;-0.042222;0.312929;-0.047732
7.848;0.259201;-0.040774;0.299975;-0.044026
7.849;0.279936;-0.024824;0.304760;-0.026314
7.850;0.325990;0.000000;0.325990;0.000000
7.851;0.371948;0.024774;0.347174;0.026262
7.852;0.392501;0.040608;0.351893;0.043850
7.853;0.380932;0.041963;0.338970;0.047446
7.854;0.352161;0.028686;0.323475;0.037034
7.855;0.328677;0.006013;0.322664;0.017876
7.856;0.322462;-0.017457;0.339919;-0.001525
7.857;0.328556;-0.033045;0.361601;-0.012697
7.858;0.334433;-0.035258;0.369690;-0.010446
7.859;0.334652;-0.023821;0.358473;0.005152
7.860;0.336084;-0.003694;0.339778;0.028780
7.861;0.348858;0.016911;0.331947;0.051907
7.862;0.372535;0.029745;0.342790;0.066045
7.863;0.392073;0.029716;0.362357;0.065979
7.864;0.389058;0.016864;0.372194;0.051752
7.865;0.358807;-0.003672;0.362479;0.028637
7.866;0.317467;-0.023653;0.341120;0.005117
7.867;0.291451;-0.034943;0.326394;-0.010352
7.868;0.297310;-0.032690;0.330000;-0.012558
7.869;0.329006;-0.017244;0.346250;-0.001505
7.870;0.363322;0.005906;0.357416;0.017610
7.871;0.378415;0.028181;0.350234;0.036410
7.872;0.369386;0.041152;0.328234;0.046553
7.873;0.348229;0.039747;0.308482;0.042939
7.874;0.329967;0.024200;0.305767;0.025665
7.875;0.318948;0.000000;0.318948;0.000000
7.876;0.307948;-0.024151;0.332099;-0.025614
7.877;0.289779;-0.039585;0.329364;-0.042768
7.878;0.268813;-0.040899;0.309712;-0.046275
7.879;0.259971;-0.027947;0.287918;-0.036120
7.880;0.275037;-0.005836;0.280873;-0.017435
7.881;0.309015;0.017050;0.291965;0.001487
7.882;0.340257;0.032244;0.308013;0.012383
7.883;0.345957;0.034391;0.311566;0.010188
7.884;0.320355;0.023226;0.297130;-0.005025
7.885;0.279852;0.003585;0.276267;-0.028070
7.886;0.250343;-0.016520;0.266863;-0.050626
7.887;0.247501;-0.029040;0.276542;-0.064415
7.888;0.266621;-0.029013;0.295634;-0.064350
7.889;0.289711;-0.016474;0.306184;-0.050475
7.890;0.302184;0.003564;0.298621;-0.027930
7.891;0.303665;0.023062;0.280603;-0.004990
7.892;0.303954;0.034085;0.269869;0.010097
7.893;0.309639;0.031898;0.277741;0.012248
7.894;0.315458;0.016842;0.298616;0.001468
7.895;0.309433;-0.005732;0.315165;-0.017176
7.896;0.286936;-0.027456;0.314391;-0.035511
7.897;0.259525;-0.040109;0.299634;-0.045405
7.898;0.248641;-0.038745;0.287386;-0.041880
7.899;0.268336;-0.023592;0.291928;-0.025032
7.900;0.312036;0.000000;0.312036;0.000000
7.901;0.355643;0.023544;0.332100;0.024982
7.902;0.375166;0.038587;0.336579;0.041712
7.903;0.364222;0.039863;0.324359;0.045133
7.904;0.336933;0.027227;0.309706;0.035228
7.905;0.314612;0.005663;0.308948;0.017005
7.906;0.308637;-0.016652;0.325289;-0.001450
7.907;0.314356;-0.031462;0.345819;-0.012078
7.908;0.319935;-0.033546;0.353481;-0.009936
7.909;0.320223;-0.022645;0.342868;0.004901
7.910;0.321696;-0.003479;0.325175;0.027377
7.911;0.333900;0.016137;0.317763;0.049377
7.912;0.356376;0.028353;0.328023;0.062825
7.913;0.374863;0.028326;0.346538;0.062762
7.914;0.371933;0.016092;0.355841;0.049229
7.915;0.343179;-0.003458;0.346637;0.027241
7.916;0.303925;-0.022485;0.326410;0.004867
7.917;0.279211;-0.033247;0.312458;-0.009847
7.918;0.284731;-0.031125;0.315856;-0.011946
7.919;0.314770;-0.016449;0.331219;-0.001432
7.920;0.347332;0.005562;0.341769;0.016752
7.921;0.361700;0.026749;0.334951;0.034635
7.922;0.353201;0.039093;0.314108;0.044284
7.923;0.333160;0.037769;0.295391;0.040846
7.924;0.315798;0.022999;0.292799;0.024414
7.925;0.305252;0.000000;0.305252;0.000000
7.926;0.294726;-0.022952;0.317677;-0.024365
7.927;0.277451;-0.037615;0.315066;-0.040683
7.928;0.257593;-0.038852;0.296445;-0.044019
7.929;0.249270;-0.026526;0.275797;-0.034359
7.930;0.263613;-0.005496;0.269108;-0.016585
7.931;0.295852;0.016263;0.279589;0.001415
7.932;0.325462;0.030700;0.294762;0.011779
7.933;0.330832;0.032722;0.298110;0.009691
7.934;0.306512;0.022079;0.284433;-0.004780
7.935;0.268052;0.003376;0.264676;-0.026701
7.936;0.240003;-0.015763;0.255766;-0.048158
7.937;0.237239;-0.027681;0.264920;-0.061274
7.938;0.255331;-0.027655;0.282986;-0.061213
7.939;0.277251;-0.015719;0.292970;-0.048014
7.940;0.289167;0.003356;0.285811;-0.026568
7.941;0.290682;0.021923;0.268759;-0.004747
7.942;0.291034;0.032430;0.258604;0.009604
7.943;0.296430;0.030370;0.266060;0.011651
7.944;0.301891;0.016065;0.285826;0.001396
7.945;0.296100;-0.005398;0.301498;-0.016338
7.946;0.274716;-0.026060;0.300776;-0.033780
7.947;0.248718;-0.038102;0.286820;-0.043191
7.948;0.238422;-0.036817;0.275239;-0.039838
7.949;0.257130;-0.022421;0.279551;-0.023811
7.950;0.298596;0.000000;0.298596;0.000000
7.951;0.339974;0.022375;0.317599;0.023764
7.952;0.358518;0.036667;0.321851;0.039679
7.953;0.348165;0.037868;0.310297;0.042933
7.954;0.322282;0.025844;0.296439;0.033511
7.955;0.301065;0.005333;0.295732;0.016176
7.956;0.295323;-0.015884;0.311207;-0.001380
7.957;0.300689;-0.029956;0.330645;-0.011489
7.958;0.305985;-0.031918;0.337903;-0.009452
7.959;0.306334;-0.021527;0.327861;0.004662
7.960;0.307840;-0.003277;0.311117;0.026042
7.961;0.319499;0.015398;0.304101;0.046969
7.962;0.340836;0.027025;0.313810;0.059762
7.963;0.358329;0.027000;0.331329;0.059702
7.964;0.355483;0.015354;0.340128;0.046829
7.965;0.328151;-0.003257;0.331408;0.025913
7.966;0.290877;-0.021375;0.312252;0.004630
7.967;0.267401;-0.031633;0.299034;-0.009367
7.968;0.272601;-0.029634;0.302235;-0.011363
7.969;0.301071;-0.015690;0.316761;-0.001362
7.970;0.331967;0.005238;0.326729;0.015935
7.971;0.345646;0.025389;0.320256;0.032946
7.972;0.337645;0.037137;0.300509;0.042125
7.973;0.318662;0.035890;0.282772;0.038855
7.974;0.302155;0.021857;0.280298;0.023224
7.975;0.292064;0.000000;0.292064;0.000000
7.976;0.281990;-0.021813;0.303803;-0.023177
7.977;0.265567;-0.035743;0.301310;-0.038700
7.978;0.246757;-0.036909;0.283665;-0.041873
7.979;0.238924;-0.025178;0.264102;-0.032684
7.980;0.252577;-0.005176;0.257753;-0.015777
7.981;0.283168;0.015513;0.267655;0.001346
7.982;0.311230;0.029229;0.282001;0.011205
7.983;0.316289;0.031133;0.285156;0.009219
7.984;0.293187;0.020989;0.272198;-0.004547
7.985;0.256668;0.003180;0.253488;-0.025400
7.986;0.230006;-0.015041;0.245046;-0.045810
7.987;0.227319;-0.026385;0.253704;-0.058287
7.988;0.244440;-0.026360;0.270799;-0.058229
7.989;0.265248;-0.014998;0.280247;-0.045673
7.990;0.276632;0.003161;0.273471;-0.025273
7.991;0.278174;0.020841;0.257334;-0.004516
7.992;0.278581;0.030856;0.247725;0.009136
7.993;0.283704;0.028915;0.254789;0.011083
7.994;0.288827;0.015323;0.273504;0.001328
7.995;0.283262;-0.005084;0.288346;-0.015542
7.996;0.262937;-0.024736;0.287673;-0.032133
7.997;0.238277;-0.036196;0.274473;-0.041085
7.998;0.228539;-0.034985;0.263524;-0.037896
7.999;0.246309;-0.021308;0.267617;-0.022650
8.000;0.285655;0.000000;0.285655;0.000000
8.001;0.324918;0.021265;0.303653;0.022605
8.002;0.342533;0.034843;0.307690;0.037744
8.003;0.332739;0.035974;0.296766;0.040839
8.004;0.308190;0.024530;0.283659;0.031877
8.005;0.288023;0.005023;0.283000;0.015387
8.006;0.282505;-0.015150;0.297656;-0.001312
8.007;0.287540;-0.028521;0.316060;-0.010929
8.008;0.292567;-0.030368;0.322935;-0.008991
8.009;0.292970;-0.020464;0.313434;0.004435
8.010;0.294502;-0.003086;0.297588;0.024773
8.011;0.305638;0.014692;0.290947;0.044680
8.012;0.325894;0.025760;0.300134;0.056848
8.013;0.342447;0.025735;0.316712;0.056792
8.014;0.339684;0.014650;0.325033;0.044546
8.015;0.313704;-0.003067;0.316771;0.024649
8.016;0.278310;-0.020320;0.298630;0.004404
8.017;0.256010;-0.030098;0.286107;-0.008911
8.018;0.260909;-0.028214;0.289123;-0.010809
8.019;0.287891;-0.014965;0.302856;-0.001295
8.020;0.317207;0.004933;0.312274;0.015158
8.021;0.330230;0.024099;0.306130;0.031340
8.022;0.322699;0.035279;0.287420;0.040071
8.023;0.304718;0.034104;0.270613;0.036960
8.024;0.289024;0.020772;0.268251;0.022091
8.025;0.279367;0.000000;0.279367;0.000000
8.026;0.269728;-0.020730;0.290458;-0.022047
8.027;0.254114;-0.033965;0.288079;-0.036813
8.028;0.236296;-0.035062;0.271359;-0.039831
8.029;0.228924;-0.023899;0.252824;-0.031090
8.030;0.241922;-0.004874;0.246797;-0.015007
8.031;0.270949;0.014796;0.256153;0.001280
8.032;0.297545;0.027829;0.269716;0.010659
8.033;0.302310;0.029622;0.272688;0.008769
8.034;0.280365;0.019953;0.260413;-0.004326
8.035;0.245688;0.002995;0.242694;-0.024161
8.036;0.220345;-0.014351;0.234696;-0.043577
8.037;0.217736;-0.025149;0.242885;-0.055445
8.038;0.233936;-0.025125;0.259061;-0.055390
8.039;0.253691;-0.014310;0.268001;-0.043446
8.040;0.264564;0.002977;0.261588;-0.024041
8.041;0.266128;0.019812;0.246316;-0.004295
8.042;0.266583;0.029358;0.237225;0.008691
8.043;0.271446;0.027530;0.243916;0.010542
8.044;0.276251;0.014615;0.261636;0.001264
8.045;0.270905;-0.004788;0.275693;-0.014784
8.046;0.251585;-0.023479;0.275065;-0.030566
8.047;0.228196;-0.034385;0.262582;-0.039082
8.048;0.218984;-0.033245;0.252230;-0.036048
8.049;0.235865;-0.020250;0.256115;-0.021546
8.050;0.273199;0.000000;0.273199;0.000000
8.051;0.310456;0.020209;0.290246;0.021503
8.052;0.327188;0.033110;0.294078;0.035904
8.053;0.317924;0.034174;0.283749;0.038848
8.054;0.294639;0.023284;0.271354;0.030323
8.055;0.275470;0.004730;0.270739;0.014637
8.056;0.270169;-0.014450;0.284619;-0.001248
8.057;0.274891;-0.027154;0.302045;-0.010396
8.058;0.279664;-0.028894;0.308558;-0.008553
8.059;0.280114;-0.019454;0.299568;0.004219
8.060;0.281665;-0.002906;0.284571;0.023565
8.061;0.292302;0.014017;0.278285;0.042501
8.062;0.311531;0.024552;0.286979;0.054077
8.063;0.327194;0.024529;0.302665;0.054023
8.064;0.324514;0.013978;0.310536;0.042374
8.065;0.299819;-0.002889;0.302708;0.023447
8.066;0.266210;-0.019317;0.285527;0.004189
8.067;0.245027;-0.028636;0.273663;-0.008476
8.068;0.249642;-0.026862;0.276505;-0.010282
8.069;0.275215;-0.014273;0.289488;-0.001232
8.070;0.303032;0.004646;0.298386;0.014419
8.071;0.315430;0.022875;0.292554;0.029812
8.072;0.308342;0.033515;0.274828;0.038117
8.073;0.291309;0.032408;0.258901;0.035158
8.074;0.276388;0.019742;0.256647;0.021014
8.075;0.267149;0.000000;0.267149;0.000000
8.076;0.257925;-0.019701;0.277627;-0.020972
8.077;0.243080;-0.032276;0.275356;-0.035018
8.078;0.226203;-0.033309;0.259512;-0.037889
8.079;0.219266;-0.022686;0.241951;-0.029575
8.080;0.231640;-0.004591;0.236230;-0.014276
8.081;0.259182;0.014112;0.245070;0.001218
8.082;0.284389;0.026496;0.257893;0.010139
8.083;0.288878;0.028184;0.260694;0.008342
8.084;0.268032;0.018968;0.249064;-0.004115
8.085;0.235104;0.002820;0.232283;-0.022983
8.086;0.211014;-0.013692;0.224706;-0.041452
8.087;0.208481;-0.023970;0.232451;-0.052742
8.088;0.223811;-0.023947;0.247758;-0.052689
8.089;0.242565;-0.013653;0.256218;-0.041328
8.090;0.252951;0.002803;0.250148;-0.022869
8.091;0.254529;0.018834;0.235695;-0.004086
8.092;0.255026;0.027932;0.227094;0.008267
8.093;0.259643;0.026211;0.233432;0.010028
8.094;0.264150;0.013939;0.250211;0.001202
8.095;0.259014;-0.004509;0.263523;-0.014063
8.096;0.240650;-0.022287;0.262937;-0.029076
8.097;0.218466;-0.032666;0.251132;-0.037177
8.098;0.209753;-0.031592;0.241345;-0.034290
8.099;0.225787;-0.019246;0.245033;-0.020496
8.100;0.261214;0.000000;0.261214;0.000000
8.101;0.296567;0.019206;0.277360;0.020455
8.102;0.312461;0.031463;0.280998;0.034154
8.103;0.303697;0.032465;0.271232;0.036954
8.104;0.281612;0.022102;0.259510;0.028845
8.105;0.263391;0.004455;0.258936;0.013923
8.106;0.258299;-0.013782;0.272081;-0.001188
8.107;0.262728;-0.025853;0.288581;-0.009889
8.108;0.267259;-0.027491;0.294750;-0.008136
8.109;0.267751;-0.018494;0.286245;0.004013
8.110;0.269315;-0.002737;0.272051;0.022416
8.111;0.279475;0.013373;0.266102;0.040429
8.112;0.297730;0.023401;0.274328;0.051440
8.113;0.312550;0.023379;0.289172;0.051389
8.114;0.309951;0.013336;0.296615;0.040308
8.115;0.286478;-0.002720;0.289199;0.022304
8.116;0.254564;-0.018363;0.272928;0.003985
8.117;0.234442;-0.027246;0.261688;-0.008063
8.118;0.238790;-0.025575;0.264365;-0.009781
8.119;0.263027;-0.013613;0.276640;-0.001172
8.120;0.289422;0.004375;0.285047;0.013716
8.121;0.301224;0.021714;0.279510;0.028358
8.122;0.294554;0.031839;0.262715;0.036259
8.123;0.278420;0.030796;0.247624;0.033444
8.124;0.264234;0.018762;0.245472;0.019990
8.125;0.255394;0.000000;0.255394;0.000000
8.126;0.246569;-0.018724;0.265293;-0.019950
8.127;0.232455;-0.030671;0.263126;-0.033311
8.128;0.216468;-0.031643;0.248112;-0.036042
8.129;0.209940;-0.021534;0.231474;-0.028133
8.130;0.221720;-0.004323;0.226043;-0.013580
8.131;0.247854;0.013459;0.234395;0.001158
8.132;0.271744;0.025226;0.246519;0.009645
8.133;0.275973;0.026815;0.249157;0.007935
8.134;0.256171;0.018032;0.238139;-0.003914
8.135;0.224904;0.002656;0.222248;-0.021863
8.136;0.202006;-0.013062;0.215069;-0.039431
8.137;0.199548;-0.022846;0.222394;-0.050170
8.138;0.214055;-0.022824;0.236879;-0.050120
8.139;0.231858;-0.013026;0.244884;-0.039313
8.140;0.241779;0.002640;0.239139;-0.021754
8.141;0.243365;0.017905;0.225461;-0.003887
8.142;0.243900;0.026576;0.217324;0.007864
8.143;0.248282;0.024955;0.223327;0.009539
8.144;0.252509;0.013294;0.239214;0.001143
8.145;0.247575;-0.004246;0.251822;-0.013377
8.146;0.230120;-0.021156;0.251276;-0.027659
8.147;0.209079;-0.031033;0.240112;-0.035364
8.148;0.200837;-0.030021;0.230858;-0.032619
8.149;0.216068;-0.018291;0.234359;-0.019496
8.150;0.249685;0.000000;0.249685;0.000000
8.151;0.283232;0.018254;0.264978;0.019457
8.152;0.298330;0.029899;0.268431;0.032488
8.153;0.290040;0.030842;0.259198;0.035152
8.154;0.269092;0.020980;0.248112;0.027438
8.155;0.251773;0.004196;0.247578;0.013244
8.156;0.246882;-0.013144;0.260026;-0.001130
8.157;0.251036;-0.024614;0.275649;-0.009407
8.158;0.255336;-0.026156;0.281493;-0.007739
8.159;0.255865;-0.017581;0.273446;0.003817
8.160;0.257436;-0.002577;0.260014;0.021323
8.161;0.267141;0.012759;0.254382;0.038458
8.162;0.284470;0.022304;0.262167;0.048932
8.163;0.298494;0.022282;0.276212;0.048883
8.164;0.295974;0.012723;0.283252;0.038343
8.165;0.273663;-0.002562;0.276225;0.021217
8.166;0.243359;-0.017457;0.260816;0.003791
8.167;0.224244;-0.025923;0.250167;-0.007670
8.168;0.228340;-0.024349;0.252689;-0.009304
8.169;0.251311;-0.012983;0.264294;-0.001115
8.170;0.276358;0.004121;0.272237;0.013047
8.171;0.287593;0.020612;0.266982;0.026976
8.172;0.281316;0.030247;0.251069;0.034491
8.173;0.266033;0.029265;0.236768;0.031813
8.174;0.252546;0.017831;0.234714;0.019015
8.175;0.244088;0.000000;0.244088;0.000000
8.176;0.235645;-0.017795;0.253440;-0.018977
8.177;0.222226;-0.029146;0.251372;-0.031686
8.178;0.207083;-0.030061;0.237145;-0.034285
8.179;0.200940;-0.020441;0.221381;-0.026761
8.180;0.212154;-0.004072;0.216226;-0.012918
8.181;0.236953;0.012836;0.224117;0.001102
8.182;0.259596;0.024017;0.235579;0.009175
8.183;0.263578;0.025513;0.238065;0.007548
8.184;0.244769;0.017142;0.227626;-0.003723
8.185;0.215078;0.002501;0.212577;-0.020797
8.186;0.193314;-0.012462;0.205775;-0.037509
8.187;0.190930;-0.021774;0.212704;-0.047724
8.188;0.204657;-0.021753;0.226410;-0.047677
8.189;0.221559;-0.012426;0.233985;-0.037396
8.190;0.231034;0.002486;0.228547;-0.020693
8.191;0.232624;0.017021;0.215603;-0.003697
8.192;0.233190;0.025286;0.207905;0.007480
8.193;0.237350;0.023758;0.213592;0.009074
8.194;0.241314;0.012679;0.228635;0.001088
8.195;0.236576;-0.003999;0.240575;-0.012725
8.196;0.219984;-0.020082;0.240066;-0.026310
8.197;0.200027;-0.029481;0.229508;-0.033640
8.198;0.192231;-0.028528;0.220759;-0.031028
8.199;0.206699;-0.017384;0.224083;-0.018546
8.200;0.238599;0.000000;0.238599;0.000000
8.201;0.270432;0.017348;0.253084;0.018509
8.202;0.284774;0.028412;0.256362;0.030904
8.203;0.276933;0.029301;0.247632;0.033439
8.204;0.257064;0.019915;0.237148;0.026100
8.205;0.240602;0.003951;0.236650;0.012599
8.206;0.235904;-0.012535;0.248439;-0.001075
8.207;0.239799;-0.023434;0.263233;-0.008948
8.208;0.243881;-0.024886;0.268768;-0.007362
8.209;0.244441;-0.016714;0.261154;0.003631
8.210;0.246015;-0.002427;0.248442;0.020283
8.211;0.255284;0.012172;0.243112;0.036583
8.212;0.271735;0.021257;0.250478;0.046546
8.213;0.285005;0.021236;0.263769;0.046500
8.214;0.282564;0.012137;0.270427;0.036473
8.215;0.261356;-0.002413;0.263769;0.020182
8.216;0.232581;-0.016596;0.249177;0.003606
8.217;0.214423;-0.024664;0.239087;-0.007296
8.218;0.218281;-0.023182;0.241463;-0.008850
8.219;0.240053;-0.012382;0.252435;-0.001061
8.220;0.263820;0.003881;0.259939;0.012411
8.221;0.274516;0.019566;0.254950;0.025661
8.222;0.268609;0.028735;0.239874;0.032809
8.223;0.254133;0.027810;0.226322;0.030262
8.224;0.241309;0.016947;0.224362;0.018088
8.225;0.233218;0.000000;0.233218;0.000000
8.226;0.225141;-0.016912;0.242053;-0.018052
8.227;0.212382;-0.027697;0.240079;-0.030142
8.228;0.198039;-0.028559;0.226598;-0.032613
8.229;0.192259;-0.019404;0.211662;-0.025456
8.230;0.202934;-0.003834;0.206769;-0.012288
8.231;0.226466;0.012241;0.214225;0.001048
8.232;0.247926;0.022865;0.225061;0.008727
8.233;0.251678;0.024274;0.227403;0.007180
8.234;0.233810;0.016296;0.217514;-0.003542
8.235;0.205617;0.002356;0.203262;-0.019783
8.236;0.184929;-0.011888;0.196817;-0.035680
8.237;0.182618;-0.020752;0.203370;-0.045397
8.238;0.195608;-0.020732;0.216340;-0.045352
8.239;0.211654;-0.011854;0.223508;-0.035573
8.240;0.220703;0.002342;0.218362;-0.019684
8.241;0.222293;0.016181;0.206112;-0.003517
8.242;0.222886;0.024058;0.198828;0.007116
8.243;0.226835;0.022619;0.204215;0.008632
8.244;0.230551;0.012091;0.218459;0.001035
8.245;0.226001;-0.003766;0.229767;-0.012105
8.246;0.210231;-0.019063;0.229294;-0.025027
8.247;0.191301;-0.028008;0.219309;-0.032000
8.248;0.183927;-0.027110;0.211037;-0.029515
8.249;0.197671;-0.016521;0.214193;-0.017641
8.250;0.227942;0.000000;0.227942;0.000000
8.251;0.258149;0.016488;0.241661;0.017606
8.252;0.271773;0.027000;0.244773;0.029397
8.253;0.264356;0.027836;0.236519;0.031808
8.254;0.245510;0.018905;0.226605;0.024828
8.255;0.229862;0.003721;0.226141;0.011984
8.256;0.225352;-0.011954;0.237306;-0.001022
8.257;0.229003;-0.022310;0.251313;-0.008512
8.258;0.232879;-0.023678;0.256556;-0.007003
8.259;0.233464;-0.015889;0.249353;0.003454
8.260;0.235037;-0.002286;0.237323;0.019294
8.261;0.243889;0.011611;0.232278;0.034799
8.262;0.259507;0.020259;0.239248;0.044277
8.263;0.272063;0.020239;0.251824;0.044233
8.264;0.269699;0.011578;0.258121;0.034695
8.265;0.249541;-0.002272;0.251814;0.019198
8.266;0.222217;-0.015777;0.237994;0.003430
8.267;0.204969;-0.023466;0.228435;-0.006940
8.268;0.208603;-0.022070;0.230673;-0.008419
8.269;0.229238;-0.011808;0.241046;-0.001009
8.270;0.251791;0.003655;0.248136;0.011806
8.271;0.261974;0.018573;0.243400;0.024409
8.272;0.256415;0.027299;0.229116;0.031210
8.273;0.242702;0.026428;0.216275;0.028787
8.274;0.230510;0.016106;0.214404;0.017206
8.275;0.222770;0.000000;0.222770;0.000000
8.276;0.215043;-0.016074;0.231117;-0.017172
8.277;0.202913;-0.026320;0.229233;-0.028672
8.278;0.189326;-0.027132;0.216458;-0.031023
8.279;0.183888;-0.018419;0.202308;-0.024215
8.280;0.194051;-0.003611;0.197662;-0.011689
8.281;0.216381;0.011674;0.204707;0.000997
8.282;0.236720;0.021769;0.214952;0.008302
8.283;0.240254;0.023096;0.217158;0.006830
8.284;0.223281;0.015492;0.207789;-0.003369
8.285;0.196510;0.002218;0.194292;-0.018818
8.286;0.176846;-0.011340;0.188187;-0.033940
8.287;0.174607;-0.019777;0.194384;-0.043184
8.288;0.186899;-0.019758;0.206657;-0.043141
8.289;0.202132;-0.011308;0.213440;-0.033838
8.290;0.210774;0.002205;0.208569;-0.018724
8.291;0.212359;0.015383;0.196976;-0.003345
8.292;0.212975;0.022890;0.190086;0.006769
8.293;0.216723;0.021534;0.195189;0.008211
8.294;0.220207;0.011531;0.208676;0.000984
8.295;0.215838;-0.003547;0.219385;-0.011515
8.296;0.200848;-0.018096;0.218945;-0.023807
8.297;0.182894;-0.026608;0.209503;-0.030439
8.298;0.175919;-0.025763;0.201682;-0.028076
8.299;0.188975;-0.015702;0.204678;-0.016781
8.300;0.217700;0.000000;0.217700;0.000000
8.301;0.246364;0.015670;0.230694;0.016748
8.302;0.259307;0.025658;0.233649;0.027964
8.303;0.252291;0.026445;0.225845;0.030257
8.304;0.234416;0.017946;0.216469;0.023617
8.305;0.219542;0.003504;0.216038;0.011400
8.306;0.215212;-0.011400;0.226612;-0.000972
8.307;0.218634;-0.021240;0.239875;-0.008097
8.308;0.222313;-0.022528;0.244841;-0.006661
8.309;0.222921;-0.015105;0.238026;0.003286
8.310;0.224488;-0.002153;0.226641;0.018354
8.311;0.232942;0.011076;0.221866;0.033102
8.312;0.247769;0.019307;0.228462;0.042118
8.313;0.259650;0.019288;0.240362;0.042076
8.314;0.257362;0.011045;0.246317;0.033003
8.315;0.238201;-0.002140;0.240341;0.018262
8.316;0.212255;-0.014999;0.227253;0.003263
8.317;0.195870;-0.022327;0.218197;-0.006602
8.318;0.199294;-0.021012;0.220306;-0.008008
8.319;0.218852;-0.011260;0.230112;-0.000960
8.320;0.240252;0.003442;0.236810;0.011230
8.321;0.249947;0.017631;0.232315;0.023219
8.322;0.244717;0.025935;0.218781;0.029688
8.323;0.231727;0.025114;0.206613;0.027383
8.324;0.220135;0.015308;0.204827;0.016367
8.325;0.212731;0.000000;0.212731;0.000000
8.326;0.205340;-0.015277;0.220616;-0.016334
8.327;0.193807;-0.025012;0.218819;-0.027274
8.328;0.180937;-0.025776;0.206713;-0.029510
8.329;0.175821;-0.017485;0.193307;-0.023034
8.330;0.185496;-0.003401;0.188897;-0.011119
8.331;0.206685;0.011132;0.195552;0.000948
8.332;0.225963;0.020724;0.205238;0.007897
8.333;0.229291;0.021974;0.207317;0.006497
8.334;0.213168;0.014728;0.198440;-0.003205
8.335;0.187748;0.002089;0.185659;-0.017901
8.336;0.169056;-0.010818;0.179874;-0.032285
8.337;0.166888;-0.018848;0.185736;-0.041078
8.338;0.178519;-0.018830;0.197349;-0.041037
8.339;0.192981;-0.010787;0.203768;-0.032188
8.340;0.201235;0.002077;0.199158;-0.017811
8.341;0.202811;0.014624;0.188187;-0.003182
8.342;0.203446;0.021778;0.181668;0.006439
8.343;0.207004;0.020502;0.186502;0.007811
8.344;0.210269;0.010996;0.199273;0.000936
8.345;0.206075;-0.003340;0.209415;-0.010953
8.346;0.191826;-0.017179;0.209005;-0.022646
8.347;0.174797;-0.025279;0.200076;-0.028955
8.348;0.168200;-0.024482;0.192682;-0.026707
8.349;0.180603;-0.014923;0.195526;-0.015963
8.350;0.207861;0.000000;0.207861;0.000000
8.351;0.235061;0.014893;0.220168;0.015931
8.352;0.247356;0.024383;0.222973;0.026601
8.353;0.240720;0.025124;0.215596;0.028782
8.354;0.223765;0.017036;0.206729;0.022466
8.355;0.209628;0.003300;0.206327;0.010844
8.356;0.205470;-0.010871;0.216342;-0.000925
8.357;0.208679;-0.020221;0.228900;-0.007702
8.358;0.212171;-0.021434;0.233605;-0.006337
8.359;0.212797;-0.014360;0.227157;0.003126
8.360;0.214355;-0.002028;0.216383;0.017459
8.361;0.222428;0.010565;0.211863;0.031488
8.362;0.236504;0.018400;0.218104;0.040064
8.363;0.247746;0.018382;0.229365;0.040024
8.364;0.245532;0.010535;0.234997;0.031394
8.365;0.227320;-0.002015;0.229335;0.017372
8.366;0.202682;-0.014259;0.216940;0.003104
8.367;0.187118;-0.021243;0.208361;-0.006280
8.368;0.190343;-0.020004;0.210347;-0.007618
8.369;0.208880;-0.010738;0.219618;-0.000913
8.370;0.229187;0.003241;0.225946;0.010683
8.371;0.238416;0.016738;0.221679;0.022087
8.372;0.233496;0.024640;0.208856;0.028240
8.373;0.221192;0.023866;0.197325;0.026048
8.374;0.210170;0.014549;0.195621;0.015569
8.375;0.203088;0.000000;0.203088;0.000000
8.376;0.196018;-0.014519;0.210537;-0.015538
8.377;0.185053;-0.023769;0.208823;-0.025944
8.378;0.172862;-0.024489;0.197351;-0.028071
8.379;0.168050;-0.016599;0.184649;-0.021911
8.380;0.177260;-0.003203;0.180463;-0.010576
8.381;0.197366;0.010616;0.186751;0.000902
8.382;0.215638;0.019730;0.195908;0.007512
8.383;0.218773;0.020907;0.197866;0.006180
8.384;0.203458;0.014001;0.189457;-0.003048
8.385;0.179320;0.001968;0.177352;-0.017028
8.386;0.161553;-0.010319;0.171872;-0.030711
